ダウンロードした時刻：2018/05/27 17:37:20

,一関,一関,一関
年月日,平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号
2015/12/20,4.4,8,1
2015/12/21,2.8,8,1
2015/12/22,4.9,8,1
2015/12/23,2.0,8,1
2015/12/24,6.1,8,1
2015/12/25,3.9,8,1
2015/12/26,2.3,8,1
2015/12/27,-1.4,8,1
2015/12/28,-0.7,8,1
2015/12/29,-0.3,8,1
2015/12/30,0.4,8,1
2015/12/31,-0.9,8,1
2016/1/1,0.1,8,1
2016/1/2,3.2,8,1
2016/1/3,4.3,8,1
2016/1/4,3.5,8,1
2016/1/5,2.0,8,1
2016/1/6,1.7,8,1
2016/1/7,1.0,8,1
2016/1/8,1.1,8,1
2016/1/9,0.3,8,1
2016/1/10,0.8,8,1
2016/1/11,-1.1,8,1
2016/1/12,-1.1,8,1
2016/1/13,-0.2,8,1
2016/1/14,0.2,8,1
2016/1/15,-1.4,8,1
2016/1/16,-1.7,8,1
2016/1/17,-0.4,8,1
2016/1/18,0.3,8,1
2016/1/19,0.5,8,1
2016/1/20,-0.6,8,1
2016/1/21,0.7,8,1
2016/1/22,-1.1,8,1
2016/1/23,-1.5,8,1
2016/1/24,-2.2,8,1
2016/1/25,-2.2,8,1
2016/1/26,0.4,8,1
2016/1/27,2.2,8,1
2016/1/28,2.4,8,1
2016/1/29,0.3,8,1
2016/1/30,-1.6,8,1
2016/1/31,-0.2,8,1
2016/2/1,-1.7,8,1
2016/2/2,-2.2,8,1
2016/2/3,-0.1,8,1
2016/2/4,0.6,8,1
2016/2/5,0.5,8,1
2016/2/6,-0.6,8,1
2016/2/7,-1.8,8,1
2016/2/8,0.0,8,1
2016/2/9,2.5,8,1
2016/2/10,-0.1,8,1
2016/2/11,0.8,8,1
2016/2/12,0.6,8,1
2016/2/13,4.5,8,1
2016/2/14,6.8,8,1
2016/2/15,0.8,8,1
2016/2/16,0.0,8,1
2016/2/17,0.0,8,1
2016/2/18,3.0,8,1
2016/2/19,3.2,8,1
2016/2/20,3.3,8,1
2016/2/21,4.7,8,1
2016/2/22,1.7,8,1
2016/2/23,1.9,8,1
2016/2/24,-0.5,8,1
2016/2/25,-0.9,8,1
2016/2/26,-0.2,8,1
2016/2/27,1.0,8,1
2016/2/28,1.7,8,1
2016/2/29,3.7,8,1
2016/3/1,-0.9,8,1
2016/3/2,-0.4,8,1
2016/3/3,2.0,8,1
2016/3/4,2.3,8,1
2016/3/5,3.6,8,1
2016/3/6,7.1,8,1
2016/3/7,9.4,8,1
2016/3/8,10.0,8,1
2016/3/9,4.1,8,1
2016/3/10,2.4,8,1
2016/3/11,1.7,8,1
2016/3/12,0.8,8,1
2016/3/13,3.0,8,1
2016/3/14,6.1,8,1
2016/3/15,5.1,8,1
2016/3/16,6.9,8,1
2016/3/17,8.4,8,1
2016/3/18,10.1,8,1
2016/3/19,11.8,8,1
2016/3/20,7.2,8,1
2016/3/21,4.5,8,1
2016/3/22,6.3,8,1
2016/3/23,4.8,8,1
2016/3/24,3.3,8,1
2016/3/25,2.9,8,1
2016/3/26,4.2,8,1
2016/3/27,4.8,8,1
2016/3/28,7.6,8,1
2016/3/29,8.0,8,1
2016/3/30,10.1,8,1
2016/3/31,8.2,8,1
2016/4/1,7.3,8,1
2016/4/2,6.7,8,1
2016/4/3,12.3,8,1
2016/4/4,7.8,8,1
2016/4/5,8.2,8,1
2016/4/6,9.2,8,1
2016/4/7,7.3,8,1
2016/4/8,12.1,8,1
2016/4/9,12.5,8,1
2016/4/10,9.1,8,1
2016/4/11,4.6,8,1
2016/4/12,6.6,8,1
2016/4/13,10.9,8,1
2016/4/14,14.5,8,1
2016/4/15,9.5,8,1
2016/4/16,10.7,8,1
2016/4/17,12.3,8,1
2016/4/18,14.6,8,1
2016/4/19,11.6,8,1
2016/4/20,10.1,8,1
2016/4/21,12.1,8,1
2016/4/22,14.8,8,1
2016/4/23,14.3,8,1
2016/4/24,14.7,8,1
2016/4/25,12.8,8,1
2016/4/26,14.7,8,1
2016/4/27,10.9,8,1
2016/4/28,9.4,8,1
2016/4/29,8.5,8,1
2016/4/30,10.2,8,1
2016/5/1,8.5,8,1
2016/5/2,10.3,8,1
2016/5/3,15.4,8,1
2016/5/4,16.6,8,1
2016/5/5,15.4,8,1
2016/5/6,16.2,8,1
2016/5/7,16.0,8,1
2016/5/8,16.4,8,1
2016/5/9,14.3,8,1
2016/5/10,13.7,8,1
2016/5/11,13.8,8,1
2016/5/12,15.1,8,1
2016/5/13,16.4,8,1
2016/5/14,17.5,8,1
2016/5/15,13.8,8,1
2016/5/16,15.1,8,1
2016/5/17,15.2,8,1
2016/5/18,18.4,8,1
2016/5/19,16.5,8,1
2016/5/20,15.3,8,1
2016/5/21,17.1,8,1
2016/5/22,21.2,8,1
2016/5/23,21.5,8,1
2016/5/24,19.7,8,1
2016/5/25,19.4,8,1
2016/5/26,21.2,8,1
2016/5/27,18.8,8,1
2016/5/28,19.0,8,1
2016/5/29,19.1,8,1
2016/5/30,19.8,8,1
2016/5/31,19.0,8,1
2016/6/1,15.8,8,1
2016/6/2,15.0,8,1
2016/6/3,15.6,8,1
2016/6/4,19.6,8,1
2016/6/5,19.8,8,1
2016/6/6,18.1,8,1
2016/6/7,18.1,8,1
2016/6/8,20.0,8,1
2016/6/9,20.4,8,1
2016/6/10,22.7,8,1
2016/6/11,21.2,8,1
2016/6/12,21.6,8,1
2016/6/13,18.3,8,1
2016/6/14,18.6,8,1
2016/6/15,17.7,8,1
2016/6/16,18.5,8,1
2016/6/17,21.4,8,1
2016/6/18,22.3,8,1
2016/6/19,19.9,8,1
2016/6/20,21.4,8,1
2016/6/21,21.5,8,1
2016/6/22,19.9,8,1
2016/6/23,17.3,8,1
2016/6/24,18.9,8,1
2016/6/25,20.5,8,1
2016/6/26,18.9,8,1
2016/6/27,20.3,8,1
2016/6/28,19.5,8,1
2016/6/29,21.9,8,1
2016/6/30,20.0,8,1
2016/7/1,23.8,8,1
2016/7/2,22.1,8,1
2016/7/3,23.6,8,1
2016/7/4,23.1,8,1
2016/7/5,18.4,5,1
2016/7/6,18.6,8,1
2016/7/7,18.2,8,1
2016/7/8,20.9,8,1
2016/7/9,22.1,8,1
2016/7/10,23.4,8,1
2016/7/11,23.6,8,1
2016/7/12,22.3,8,1
2016/7/13,22.8,8,1
2016/7/14,22.3,8,1
2016/7/15,22.0,8,1
2016/7/16,21.7,8,1
2016/7/17,22.0,8,1
2016/7/18,24.6,8,1
2016/7/19,23.2,8,1
2016/7/20,22.1,8,1
2016/7/21,20.9,8,1
2016/7/22,20.1,8,1
2016/7/23,20.7,8,1
2016/7/24,21.3,8,1
2016/7/25,23.5,8,1
2016/7/26,23.9,8,1
2016/7/27,23.6,8,1
2016/7/28,24.8,8,1
2016/7/29,26.3,8,1
2016/7/30,25.8,8,1
2016/7/31,26.9,8,1
2016/8/1,26.6,8,1
2016/8/2,24.8,8,1
2016/8/3,25.8,8,1
2016/8/4,27.2,8,1
2016/8/5,27.2,8,1
2016/8/6,27.1,8,1
2016/8/7,27.1,8,1
2016/8/8,26.7,8,1
2016/8/9,25.9,8,1
2016/8/10,24.5,8,1
2016/8/11,23.7,8,1
2016/8/12,23.6,8,1
2016/8/13,22.9,8,1
2016/8/14,22.8,8,1
2016/8/15,22.8,8,1
2016/8/16,26.5,8,1
2016/8/17,25.0,8,1
2016/8/18,24.4,8,1
2016/8/19,26.6,8,1
2016/8/20,26.1,8,1
2016/8/21,28.2,8,1
2016/8/22,26.9,8,1
2016/8/23,25.4,8,1
2016/8/24,25.2,8,1
2016/8/25,25.3,8,1
2016/8/26,24.7,8,1
2016/8/27,20.6,8,1
2016/8/28,22.0,8,1
2016/8/29,24.6,8,1
2016/8/30,24.2,8,1
2016/8/31,23.9,8,1
2016/9/1,26.1,8,1
2016/9/2,24.5,8,1
2016/9/3,24.7,8,1
2016/9/4,25.2,8,1
2016/9/5,26.0,8,1
2016/9/6,26.7,8,1
2016/9/7,23.6,8,1
2016/9/8,21.6,8,1
2016/9/9,23.3,8,1
2016/9/10,22.2,8,1
2016/9/11,20.2,8,1
2016/9/12,20.5,8,1
2016/9/13,19.3,8,1
2016/9/14,22.1,8,1
2016/9/15,22.5,8,1
2016/9/16,22.1,8,1
2016/9/17,22.0,8,1
2016/9/18,19.2,8,1
2016/9/19,18.9,8,1
2016/9/20,17.0,8,1
2016/9/21,17.6,8,1
2016/9/22,17.8,8,1
2016/9/23,19.3,8,1
2016/9/24,20.4,8,1
2016/9/25,22.4,8,1
2016/9/26,22.1,8,1
2016/9/27,21.4,8,1
2016/9/28,22.6,8,1
2016/9/29,18.4,8,1
2016/9/30,16.2,8,1
2016/10/1,18.4,8,1
2016/10/2,18.9,8,1
2016/10/3,18.8,8,1
2016/10/4,20.6,8,1
2016/10/5,16.0,8,1
2016/10/6,19.1,8,1
2016/10/7,14.8,8,1
2016/10/8,13.3,8,1
2016/10/9,16.0,8,1
2016/10/10,12.7,8,1
2016/10/11,12.1,8,1
2016/10/12,11.5,8,1
2016/10/13,10.3,8,1
2016/10/14,12.1,8,1
2016/10/15,13.4,8,1
2016/10/16,13.3,8,1
2016/10/17,15.8,8,1
2016/10/18,18.0,8,1
2016/10/19,14.4,8,1
2016/10/20,14.1,8,1
2016/10/21,11.1,8,1
2016/10/22,9.6,8,1
2016/10/23,11.0,8,1
2016/10/24,9.8,8,1
2016/10/25,11.7,8,1
2016/10/26,16.3,8,1
2016/10/27,11.4,8,1
2016/10/28,9.3,8,1
2016/10/29,8.6,8,1
2016/10/30,7.1,8,1
2016/10/31,5.4,8,1
2016/11/1,6.2,8,1
2016/11/2,5.5,8,1
2016/11/3,8.4,8,1
2016/11/4,7.3,8,1
2016/11/5,12.6,8,1
2016/11/6,8.2,8,1
2016/11/7,4.8,8,1
2016/11/8,6.7,8,1
2016/11/9,4.3,8,1
2016/11/10,3.3,8,1
2016/11/11,3.0,8,1
2016/11/12,8.4,8,1
2016/11/13,8.7,8,1
2016/11/14,9.3,8,1
2016/11/15,11.5,8,1
2016/11/16,7.7,8,1
2016/11/17,6.0,8,1
2016/11/18,5.3,8,1
2016/11/19,4.5,8,1
2016/11/20,9.7,8,1
2016/11/21,7.3,8,1
2016/11/22,10.0,8,1
2016/11/23,3.4,8,1
2016/11/24,0.5,8,1
2016/11/25,0.8,8,1
2016/11/26,3.0,8,1
2016/11/27,6.7,8,1
2016/11/28,6.6,8,1
2016/11/29,3.4,8,1
2016/11/30,3.4,8,1
2016/12/1,6.7,8,1
2016/12/2,7.0,8,1
2016/12/3,7.6,8,1
2016/12/4,6.3,8,1
2016/12/5,8.5,8,1
2016/12/6,5.1,8,1
2016/12/7,1.7,8,1
2016/12/8,1.6,8,1
2016/12/9,3.6,8,1
2016/12/10,1.9,8,1
2016/12/11,-1.1,8,1
2016/12/12,0.8,8,1
2016/12/13,2.2,8,1
2016/12/14,2.5,8,1
2016/12/15,1.0,8,1
2016/12/16,-1.7,8,1
2016/12/17,0.8,8,1
2016/12/18,5.1,8,1
2016/12/19,6.4,8,1
2016/12/20,4.4,8,1
2016/12/21,2.6,8,1
2016/12/22,3.6,8,1
2016/12/23,7.6,8,1
2016/12/24,2.8,8,1
2016/12/25,1.1,8,1
2016/12/26,0.4,8,1
2016/12/27,2.7,8,1
2016/12/28,0.6,8,1
2016/12/29,2.1,8,1
2016/12/30,0.0,8,1
2016/12/31,1.4,8,1
